idx,question,gold,pred,hit@1,hit@3,hit@5,hit@10,precision@1,precision@3,precision@5,precision@10,rr@1,rr@3,rr@5,rr@10,em,f1,rougeL,bleu,retriever,generator
448,when did tiger win his last pga tournament,2007,I don't know,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
450,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1,1,1,1,1.0,1.0,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
459,what was the capital of brazil before brasilia,Rio de Janeiro,Salvador,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,T5
460,where was the kath and kim movie filmed,Positano,The Blue Lagoon,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
462,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Emily Prentiss,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
470,when did nhl start 3 on 3 overtime,2015–16 NHL season,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
471,who is the founder of red cross society,Henry Dunant,Henry Dunant,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
472,what are the three rivers of pittsburgh pennsylvania,Allegheny,Indus River,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,T5
476,what were the two super powers during the cold war,Soviet Union,"Eastern Bloc ( the Soviet Union and its satellite states ) and powers in the Western Bloc ( the United States, its NATO allies and others",1,1,1,1,1.0,0.3333333333333333,0.4,0.3,1.0,1.0,1.0,1.0,0.0,0.16,0.16,0.0,BM25,T5
477,at present who is the speaker of lok sabha,Sumitra Mahajan,M. Thambidurai,0,1,1,1,0.0,0.6666666666666666,0.6,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,T5
478,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Eden Sher,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
481,when did sweet dreams are made of this come out,1983,21 January 1983,1,1,1,1,1.0,0.6666666666666666,0.6,0.3,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,T5
484,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
486,where did the night at the museum take place,New York City's American Museum of Natural History,New York City,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,T5
492,what are freshmen called at the air force academy,Fourth class cadets,cadets,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,BM25,T5
500,how many gold medals did nz win in the 2018 commonwealth,46,I don't know,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
501,who is the actor playing terry on general hospital,Cassandra James,Jane Elliot,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
505,who is the leader of the state government in australia,the Queen of Australia,The Prime Minister of India,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444445,0.4444444444444445,0.0,BM25,T5
506,when was national food security act introduced in rajasthan,22 December 2011,12 September 2013,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
513,what are the main sources of vitamin k,green leafy vegetables,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
514,when did the edwardian era start and end,1901 to 1910,AD 476,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
521,when was rudolph the red nosed reindeer written,1939,Jon Vitti story,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
527,when does season 3 of lucifer come out,"October 2, 2017",2019,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
529,what kind of currency is used in new zealand,New Zealand dollar,dollar,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,T5
531,when was the last time mount shasta was active,about two centuries ago,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
539,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Dawn of the Planet of the Apes,1,1,1,1,1.0,1.0,0.8,0.5,1.0,1.0,1.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8091067115702212,BM25,T5
543,coriolosis component of acceleration can be found in,the Earth,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
547,who sings i always feel like somebody's watching me,TRU,Rockwell,1,1,1,1,1.0,0.6666666666666666,0.4,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
548,where is lebron on the all time scoring list,7,He is the all - time NBA playoffs scoring leader,1,1,1,1,1.0,0.3333333333333333,0.2,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
549,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
550,when was silicon added to the periodic table,1823,1823,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
556,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",Australia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
560,when was central statistical organisation of india established,2 May 1951,1694,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
564,who plays red's voice in angry birds,Jason Sudeikis,I don't know,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
568,what was the first book that charles dickens published,The Pickwick Papers,The Pickwick Papers,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
571,how many episodes is there in season 14 of greys anatomy,24,No.,1,1,1,1,1.0,0.6666666666666666,0.6,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
573,who is the highest paid nba player in 2016,LeBron James,LeBron James,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
575,who has been on the throne the longest in england,Queen Elizabeth II,I don't know,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,BM25,T5
576,where is earth within the milky way galaxy,Orion Arm,The Milky Way,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
577,who plays shiv's ex boyfriend on succession,Ashley Zukerman,Alex Santiago,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
578,what is the population of yukon in 2017,"35,874 people","647,805",1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
579,when was a whiter shade of pale recorded,1967,1967,1,1,1,1,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
589,when did the song all by myself come out,in 1975,1975,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,BM25,T5
597,when does arrow season 6 episode 21 air,"May 3, 2018","October 29, 2008",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
598,who starred in the original movie cape fear,Robert Mitchum,Robert Mitchum,0,1,1,1,0.0,0.3333333333333333,0.2,0.2,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,BM25,T5
599,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
600,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",United States,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
603,what language do they speak in the czech republic,Czech,Czech,1,1,1,1,1.0,0.6666666666666666,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
604,who is el senor de los cielos based on,Amado Carrillo Fuentes,I don't know,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
607,what year did the drummer lose his arm,1985,1985,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
613,when does celebs go dating series 3 start,4 September 2017,summer of 1957,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
619,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
622,who wrote the song one wing from sparkle,R. Kelly,Whitney Houston,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
623,who sang wish you were here pink floyd,David Gilmour,David Gilmour and Roger Waters,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.5714285714285715,0.5714285714285715,0.0,BM25,T5
627,who won the women's 400 meter dash in the olympics,Shaunae Miller,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
628,who has the most points in nba history career,LeBron James,Bill Russell,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
629,who is paige on days of our lives,True O'Brien,fictional character,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,BM25,T5
634,bible verse if your hand causes you sin cut off,Matthew 5:30,Matthew 5 : 30,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,BM25,T5
638,when did the first slender game come out,2012,The first two pitchers to accomplish the feat did so in 1880,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
640,when do the red sox play sweet caroline,in the middle of the eighth inning,2018,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
644,who plays the black knight in monty python,John Cleese,Douglas Adams,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,BM25,T5
645,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.0,BM25,T5
649,which nba player has scored the most points,Kareem Abdul-Jabbar,LeBron James,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
651,who did the soviet union support in china civil war,the CCP,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
653,when was the last time a total eclipse happened,"August 21, 2017",I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
656,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Raymond Wallace Bolger,0,1,1,1,0.0,0.3333333333333333,0.2,0.1,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,BM25,T5
667,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,proximal,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.18181818181818182,0.18181818181818182,0.0,BM25,T5
668,who said truth justice and the american way,the comic-book character Superman,Tony Hawk,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
669,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Geraint Thomas,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
672,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,Malaysia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
673,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,Sept. 1969,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
675,when did the battle of bannockburn take place,24 June 1314,23 -- 24 June 1314,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.0,BM25,T5
677,who does danny end up with in just go with it,Katherine,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
678,who played tj on head of the class,Rain Pryor,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
684,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,"a proposed agreement to eliminate or reduce the trade barriers among all countries in the Americas, excluding Cuba",1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.6153846153846153,0.6153846153846153,0.3665882729601239,BM25,T5
685,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,J.J. Thomson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
686,what percentage of the us population is east of the mississippi,58.28%,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
687,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",I don't know,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
688,what is the name given to the rows in the periodic table,periods,periods,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
689,who is the current director of the national park service,"Mike Reynolds, Acting Director",Mike Reynolds,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,BM25,T5
691,who was the first person who discovered gravitational pull,Aryabhata,Karl Landsteiner,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
695,can't help falling in love who wrote it,Hugo Peretti,Skylar Grey,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
697,where is finland located on a map of europe,Northern Europe,Northern Europe,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
700,who wrote the i had a dream speech,Martin Luther King Jr.,Martin Luther King Jr.,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
701,who is the highest paid player in all of sports,Cristiano Ronaldo,Michael Jordan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
706,who won the battle of charleston in the revolutionary war,the British,English,0,0,1,1,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,BM25,T5
710,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,nerves and ganglia outside the brain and spinal cord,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
711,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,Eminem,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
716,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
719,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
720,who is said be the father of volleyball,William George Morgan,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
722,who has the most medals in this year's winter olympics,Norway,Great Britain,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
723,when was the internet introduced in the philippines,"on March 29, 1994","March 29, 1994",1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.7788007830714049,BM25,T5
729,who is the heroine of quit india movement,Aruna Asaf Ali,Paget Brewster,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
731,when can a med student be called doctor,Upon successful completion of medical school,after the Second World War,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
736,who played piggy in lord of the flies,Hugh Edwards,David Tennant,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,BM25,T5
741,when did disney's 101 dalmations come out,"January 25, 1961",November 1972,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
742,when did they stop putting cigarettes in rations,1975,1975,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
743,when did reese's peanut butter cups first come out,1928,1928,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
749,who does christopher walken play in the jungle book,King Louie,Mowgli,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
751,what is the name of the island of haiti and dominican republic,Hispaniola,The Maldives,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,BM25,T5
754,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,Texas,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
756,where is the new texas rangers stadium being built,Arlington,Arlington,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
761,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea",Uijeongbu,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,T5
763,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
764,who has the most nba championships in nba history,Bill Russell,Bill Russell,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
765,when will ios 10 be released for ipad mini,"September 13, 2016",I don't know,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
770,when did north america arrive at the location it is in today,mid-Cretaceous period,"40,000 to 17,000 years ago",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
772,who said off with their heads in alice in wonderland,The Queen of Hearts,Maureen,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
774,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,James Marsh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
777,who plays the bad guy in looney tunes back in action,Steve Martin,Steve Martin,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
779,when did dr seuss wrote his first book,1936,1957,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
783,what is the average age to die in the uk,81.2,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
790,who sings the theme song for miami vice,Jan Hammer,Jan Hammer,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
791,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,Northwest Arctic Borough,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
795,where does the name iron maiden come from,iron maiden torture device,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
796,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York",town of newburgh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.4615384615384615,0.0,BM25,T5
797,when did my girl by the temptations come out,"December 21, 1964",1964,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,T5
799,when did the first winter olympic games take place,1924,1924,0,1,1,1,0.0,0.3333333333333333,0.2,0.2,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.0,BM25,T5
802,when is the raiders first game in las vegas,2020,2020,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
805,who is chief executive of marks and spencer,Stephen Joseph Rowe,Commonwealth Secretary - General,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
809,what race is aaron judge of the new york yankees,African-American,American,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,BM25,T5
811,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,2003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
812,what percent of the english language is greek,5.32%,70 percent,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
813,who played alice in seven brides for seven brothers,Nancy Kilgas,I don't know,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,T5
815,when does the 2018 mn legislative session end,"January 7, 2019","January 7, 2019",1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,BM25,T5
819,when did dallas cowboys go to the superbowl,1970,I don't know,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,BM25,T5
820,when did the last episode of code black air,"July 18, 2018","February 27, 2014",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
822,who plays marnie in bring it on again,Bethany Joy Lenz,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
827,when was the last time byu won utah,"November 28, 2009",2010,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
828,who flew to close to the sun and his wings melted,Icarus,Icarus,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,BM25,T5
834,when was amen first used in the bible,Numbers 5:22,928,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
838,who sings don't get around much anymore,Duke Ellington,Johnnie Taylor,1,1,1,1,1.0,0.6666666666666666,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
842,when did the battle of fort sumter happen,"April 12–13, 1861","April 12 -- 13, 1861",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285715,1.0,0.0,BM25,T5
843,tallest person in the world guinness world record,Robert Wadlow,I don't know.,1,1,1,1,1.0,0.3333333333333333,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,T5
844,at what output is marginal product of labour the highest,at the point of diminishing returns,productivity,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
850,who sing the theme song for good times,Jim Gilstrap,Neil Diamond,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
857,what is area code 01446 in the uk,Barry,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,T5
