idx,question,gold,pred,hit@1,hit@3,hit@5,hit@10,precision@1,precision@3,precision@5,precision@10,rr@1,rr@3,rr@5,rr@10,em,f1,rougeL,bleu,retriever,generator
428,where was the movie it's complicated filmed,New York City,be filmed?Question: how did it get filmed?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
435,who wrote the story for the shape of water,Guillermo del Toro,name.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
437,when do fifty shades of freed come out,"February 9, 2018","deepening relationship between a college graduate, Anastasia Steele, and a young business magnate, Christian Grey.",0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,BM25,BART
444,where is the lighthouse in lighthouse point fl,Hillsboro Beach,",564,635 people at the 2010 Census.",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
445,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,", it is the oldest in the German - speaking countries, and was the second medical faculty in the Holy Roman Empire, after the Charles University of Prague.",0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
448,when did tiger win his last pga tournament,2007,tournament?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
450,who wrote aerosmith i don't want to miss a thing,Diane Warren,: what do you think aerosmith is?,1,1,1,1,1.0,1.0,0.6,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
459,what was the capital of brazil before brasilia,Rio de Janeiro,the Brazil '' for being more than two centuries the seat for the Portuguese colonial administration in Brazil ( general government and viceroyalty ).,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
460,where was the kath and kim movie filmed,Positano,anski.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
462,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",s name?Question: who is red?Question,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181.818.181.818.100,18.181.818.181.818.100,0.0,BM25,BART
470,when did nhl start 3 on 3 overtime,2015–16 NHL season,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
471,who is the founder of red cross society,Henry Dunant,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
472,what are the three rivers of pittsburgh pennsylvania,Allegheny,oldest franchise in the AFC.,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
476,what were the two super powers during the cold war,Soviet Union,?,1,1,1,1,1.0,3.333.333.333.333.330,0.4,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
477,at present who is the speaker of lok sabha,Sumitra Mahajan,,0,1,1,1,0.0,6.666.666.666.666.660,0.6,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
478,who voices the faceless old woman who secretly lives in your home,Mara Wilson,"""What is she?""",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
481,when did sweet dreams are made of this come out,1983,,1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
484,who plays wendy the waitress in how i met your mother,Charlene Amoia,s ( Thomas Ian Nicholas ) wife Elllie in American Reunion ( 2012 ) from the American Pie series.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
486,where did the night at the museum take place,New York City's American Museum of Natural History,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
492,what are freshmen called at the air force academy,Fourth class cadets,"the western United States in Colorado, immediately north of Colorado Springs in El Paso County.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
500,how many gold medals did nz win in the 2018 commonwealth,46,much gold did you win in 2018.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
501,who is the actor playing terry on general hospital,Cassandra James,?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
505,who is the leader of the state government in australia,the Queen of Australia,"usually the majority of the party or alliance that has a majority in the Lok Sabha, the lower house of India ''s Parliament.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.814.814.814.814.800,14.814.814.814.814.800,0.0,BM25,BART
506,when was national food security act introduced in rajasthan,22 December 2011,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
513,what are the main sources of vitamin k,green leafy vegetables,?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
514,when did the edwardian era start and end,1901 to 1910,Era end?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
521,when was rudolph the red nosed reindeer written,1939,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
527,when does season 3 of lucifer come out,"October 2, 2017","of May 28, 2018. 57 episodes of Lucifer have aired, concluding the third season.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
529,what kind of currency is used in new zealand,New Zealand dollar,Zealand?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,BM25,BART
531,when was the last time mount shasta was active,about two centuries ago,"), which makes it the most puluminous volcanic stratovolecano in North America and the largest in the U.S. The volcano is classified as a ""Volcano of the Year"" by the National Park Service.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
539,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,"is the first dawn?""",1,1,1,1,1.0,1.0,0.8,0.5,1.0,1.0,1.0,1.0,0.0,18.181.818.181.818.100,18.181.818.181.818.100,0.0,BM25,BART
543,coriolosis component of acceleration can be found in,the Earth,sending rattlesignakes to England.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
547,who sings i always feel like somebody's watching me,TRU,what is your favourite song?,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
548,where is lebron on the all time scoring list,7,list?Question: why is he in the top 10?Answer,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
549,who wrote there's nothing holdin me back,Shawn Mendes,s the answer?,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
550,when was silicon added to the periodic table,1823,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
556,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia",,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
560,when was central statistical organisation of india established,2 May 1951,is located in Delhi. Some portion of Industrial Statistics work pertaining to Annual Survey of industries is carried out in Calcutta.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
564,who plays red's voice in angry birds,Jason Sudeikis,:,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
568,what was the first book that charles dickens published,The Pickwick Papers,book?,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
571,how many episodes is there in season 14 of greys anatomy,24,is there a season 14 episode?,1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
573,who is the highest paid nba player in 2016,LeBron James,world?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
575,who has been on the throne the longest in england,Queen Elizabeth II,king of england),0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,14.285.714.285.714.200,0.0,0.0,0.0,0.0,BM25,BART
576,where is earth within the milky way galaxy,Orion Arm,in the Milky Way galaxy?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
577,who plays shiv's ex boyfriend on succession,Ashley Zukerman,who played shiv?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
578,what is the population of yukon in 2017,"35,874 people","The territory has the smallest population of any provincial or territory of Canada, With 35, 874 people. Whitehorse is the territorial capital and Yukon's only city.",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,19.999.999.999.999.900,19.999.999.999.999.900,0.0,BM25,BART
579,when was a whiter shade of pale recorded,1967,:,1,1,1,1,1.0,1.0,0.8,0.4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
589,when did the song all by myself come out,in 1975,", Opus 18. The chorus is borrowed from the song ` Let 'S Pretend ', which was written and recorded by the Paspberries and 1972.",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
597,when does arrow season 6 episode 21 air,"May 3, 2018",,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
598,who starred in the original movie cape fear,Robert Mitchum,,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
599,who is the bloke in the go compare advert,Wynne Evans,Tenor,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
600,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)","March 5, 1917",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
603,what language do they speak in the czech republic,Czech,ɛ / ; ˈbəɛ - / ) ),1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.3,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
604,who is el senor de los cielos based on,Amado Carrillo Fuentes,"`` '' The Lord Of the Skies'' ), because of the large fleet of jets he used to transport drugs. He was also known for laundering money via Colombia to finance his large fleet and airplanes.",1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
607,what year did the drummer lose his arm,1985,"band, which subsequently went on to its most commercially successful phase. He is known as `` The Thunder God '' by fans.",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
613,when does celebs go dating series 3 start,4 September 2017,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
619,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,the original Jurassic Park director Steven Spielberg as executive producers.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,14.285.714.285.714.200,14.285.714.285.714.200,0.0,BM25,BART
622,who wrote the song one wing from sparkle,R. Kelly,what song is it about?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
623,who sang wish you were here pink floyd,David Gilmour,[1],1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
627,who won the women's 400 meter dash in the olympics,Shaunae Miller,two qualifying rounds leading to a final race between eight athletes.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
628,who has the most points in nba history career,LeBron James,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
629,who is paige on days of our lives,True O'Brien,,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,BM25,BART
634,bible verse if your hand causes you sin cut off,Matthew 5:30,d} that thy whole body should be cast into hell.,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,BM25,BART
638,when did the first slender game come out,2012,become a thing?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
640,when do the red sox play sweet caroline,in the middle of the eighth inning,caroline?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
644,who plays the black knight in monty python,John Cleese,,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,BM25,BART
645,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
649,which nba player has scored the most points,Kareem Abdul-Jabbar,"Nba player""",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
651,who did the soviet union support in china civil war,the CCP,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
653,when was the last time a total eclipse happened,"August 21, 2017","looks red, due to rayleigh scattering of the more blue light. Because of its reddish color, a partial lunar eclipse is sometimes called a blood moon.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
656,who played the scare crow in wizard of oz,Raymond Wallace Bolger,"on January 16, 2014, and was also the last remaining cast member with a speaking or singing role.",0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,BM25,BART
667,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,: is there a femur on the body?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,11.764.705.882.352.900,11.764.705.882.352.900,0.0,BM25,BART
668,who said truth justice and the american way,the comic-book character Superman,Question: how did you come up with the phrase?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,14.285.714.285.714.200,14.285.714.285.714.200,0.0,BM25,BART
669,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,France?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
672,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,"north to Siammban, Negeri Sembilan in the south.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
673,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,"$14.8 billion at the global box office, making it the highest - grossing film franchise of all time.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.222.222.222.222.220,14.814.814.814.814.800,0.0,BM25,BART
675,when did the battle of bannockburn take place,24 June 1314,When was the Battle of Bannocksburn?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
677,who does danny end up with in just go with it,Katherine,"context""?",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
678,who played tj on head of the class,Rain Pryor,the food business.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
684,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,free trade areas of the American continent?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,26.666.666.666.666.600,13.333.333.333.333.300,0.0,BM25,BART
685,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
686,what percentage of the us population is east of the mississippi,58.28%,: where does the river come from?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
687,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
688,what is the name given to the rows in the periodic table,periods,table.,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
689,who is the current director of the national park service,"Mike Reynolds, Acting Director",director?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.4,0.4,0.0,BM25,BART
691,who was the first person who discovered gravitational pull,Aryabhata,", 23 days.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
695,can't help falling in love who wrote it,Hugo Peretti,what is the answer?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
697,where is finland located on a map of europe,Northern Europe,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
700,who wrote the i had a dream speech,Martin Luther King Jr.,,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
701,who is the highest paid player in all of sports,Cristiano Ronaldo,world?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
706,who won the battle of charleston in the revolutionary war,the British,"?""",0,0,1,1,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,BM25,BART
710,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
711,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,td> 8.7. 8. 7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
716,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,": ""What happened?""",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
719,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
720,who is said be the father of volleyball,William George Morgan,a volleyball player?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
722,who has the most medals in this year's winter olympics,Norway,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
723,when was the internet introduced in the philippines,"on March 29, 1994",?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
729,who is the heroine of quit india movement,Aruna Asaf Ali,"the month before, it was organised to protest the salt tax imposed by the British Raj in the colonial India.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
731,when can a med student be called doctor,Upon successful completion of medical school,a doctor?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
736,who played piggy in lord of the flies,Hugh Edwards,,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.111.111.111.111.110,0.0,0.0,0.0,0.0,BM25,BART
741,when did disney's 101 dalmations come out,"January 25, 1961",,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
742,when did they stop putting cigarettes in rations,1975,smoked cigarettes?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
743,when did reese's peanut butter cups first come out,1928,cup come out?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
749,who does christopher walken play in the jungle book,King Louie,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
751,what is the name of the island of haiti and dominican republic,Hispaniola,island.,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.111.111.111.111.110,0.0,0.0,0.0,0.0,BM25,BART
754,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,: how long has the apache been in Mexico?Question,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666.666.666.666.600,16.666.666.666.666.600,0.0,BM25,BART
756,where is the new texas rangers stadium being built,Arlington,,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
761,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea","orea.""",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
763,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
764,who has the most nba championships in nba history,Bill Russell,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
765,when will ios 10 be released for ipad mini,"September 13, 2016",10 release?,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
770,when did north america arrive at the location it is in today,mid-Cretaceous period,?,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
772,who said off with their heads in alice in wonderland,The Queen of Hearts,"heads?""",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
774,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
777,who plays the bad guy in looney tunes back in action,Steve Martin,,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
779,when did dr seuss wrote his first book,1936,ose starring Paul Winchell as the voice of both Sam - I - Am and the first - person narrator.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
783,what is the average age to die in the uk,81.2,"group, were Celtic people speaking what is known as the Gaulish language.",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
790,who sings the theme song for miami vice,Jan Hammer,:,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
791,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,that the area was rich in metals.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
795,where does the name iron maiden come from,iron maiden torture device,ilations.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
796,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York",?Question: why are they in orange county???,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.529.411.764.705.880,3.529.411.764.705.880,0.0,BM25,BART
797,when did my girl by the temptations come out,"December 21, 1964",do?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
799,when did the first winter olympic games take place,1924,Games held?,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.2,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,BM25,BART
802,when is the raiders first game in las vegas,2020,?,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,BM25,BART
805,who is chief executive of marks and spencer,Stephen Joseph Rowe,Commonwealth Secretary- General who is the chief executive OF the Commonwealth.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
809,what race is aaron judge of the new york yankees,African-American,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
811,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,founded to combat the then - widespread counterfeiting of U.N. currency.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.105.263.157.894.730,2.105.263.157.894.730,0.0,BM25,BART
812,what percent of the english language is greek,5.32%,the text is largely Anglo - Son.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BM25,BART
