idx,question,gold,pred,hit@1,hit@3,hit@5,hit@10,precision@1,precision@3,precision@5,precision@10,rr@1,rr@3,rr@5,rr@10,em,f1,rougeL,bleu,retriever,generator
428,where was the movie it's complicated filmed,New York City,"Vancouver, British Columbia",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
435,who wrote the story for the shape of water,Guillermo del Toro,Oscar Wilde,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
437,when do fifty shades of freed come out,"February 9, 2018",March 2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
444,where is the lighthouse in lighthouse point fl,Hillsboro Beach,Hillsboro Beach,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
445,who founded the first university in the world,Fatima bint Muhammad Al-Fihriya Al-Qurashiya,Fatima bint Muhammad Al - Fihriya Al - Qurashiya,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
448,when did tiger win his last pga tournament,2007,I don't know,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,16.666.666.666.666.600,0.0,0.0,0.0,0.0,DPR,T5
450,who wrote aerosmith i don't want to miss a thing,Diane Warren,Diane Warren,1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
459,what was the capital of brazil before brasilia,Rio de Janeiro,Salvador,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
460,where was the kath and kim movie filmed,Positano,"Wayne County, New York",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
462,what is red's real name on that 70's show,"Reginald Albert ""Red"" Forman",Deandra  Sweet Dee '' Reynolds,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
470,when did nhl start 3 on 3 overtime,2015–16 NHL season,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
471,who is the founder of red cross society,Henry Dunant,Henry Dunant,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,DPR,T5
472,what are the three rivers of pittsburgh pennsylvania,Allegheny,Ohio River,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
476,what were the two super powers during the cold war,Soviet Union,Soviet Union and the United States,1,1,1,1,1.0,6.666.666.666.666.660,0.8,0.6,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,DPR,T5
477,at present who is the speaker of lok sabha,Sumitra Mahajan,Yogi Adityanath,0,0,1,1,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,DPR,T5
478,who voices the faceless old woman who secretly lives in your home,Mara Wilson,Idina Menzel,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
481,when did sweet dreams are made of this come out,1983,1983,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
484,who plays wendy the waitress in how i met your mother,Charlene Amoia,Charlene Amoia,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
486,where did the night at the museum take place,New York City's American Museum of Natural History,New York City,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,DPR,T5
492,what are freshmen called at the air force academy,Fourth class cadets,cadets,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DPR,T5
500,how many gold medals did nz win in the 2018 commonwealth,46,I don't know,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
501,who is the actor playing terry on general hospital,Cassandra James,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
505,who is the leader of the state government in australia,the Queen of Australia,The Prime Minister of India,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444.444.444.444.440,4.444.444.444.444.440,0.0,DPR,T5
506,when was national food security act introduced in rajasthan,22 December 2011,12 September 2013,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
513,what are the main sources of vitamin k,green leafy vegetables,protein,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
514,when did the edwardian era start and end,1901 to 1910,1901 -- 1914,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,DPR,T5
521,when was rudolph the red nosed reindeer written,1939,1907,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
527,when does season 3 of lucifer come out,"October 2, 2017",2019,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
529,what kind of currency is used in new zealand,New Zealand dollar,New Zealand dollar,1,1,1,1,1.0,3.333.333.333.333.330,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
531,when was the last time mount shasta was active,about two centuries ago,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
539,which is first dawn of the planet of the apes or rise of the planet of the apes,Rise of the Planet of the Apes,Rise of the Planet of the Apes,1,1,1,1,1.0,6.666.666.666.666.660,0.6,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
543,coriolosis component of acceleration can be found in,the Earth,physics,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.111.111.111.111.110,0.0,0.0,0.0,0.0,DPR,T5
547,who sings i always feel like somebody's watching me,TRU,Rockwell,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,DPR,T5
548,where is lebron on the all time scoring list,7,He is the all - time NBA playoffs scoring leader,1,1,1,1,1.0,6.666.666.666.666.660,0.8,0.7,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
549,who wrote there's nothing holdin me back,Shawn Mendes,Shawn Mendes,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
550,when was silicon added to the periodic table,1823,1823,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
556,where is black sea located in the world,"between Eastern Europe, the Caucasus, and Western Asia","between Eastern Europe, the Caucasus, and Western Asia",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
560,when was central statistical organisation of india established,2 May 1951,7 April 1948,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
564,who plays red's voice in angry birds,Jason Sudeikis,Joe Alaskey,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
568,what was the first book that charles dickens published,The Pickwick Papers,The Modern Prometheus,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333.333.333.333.330,3.333.333.333.333.330,0.0,DPR,T5
571,how many episodes is there in season 14 of greys anatomy,24,24,1,1,1,1,1.0,1.0,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
573,who is the highest paid nba player in 2016,LeBron James,LeBron James,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
575,who has been on the throne the longest in england,Queen Elizabeth II,Queen Elizabeth II,0,0,1,1,0.0,0.0,0.2,0.3,0.0,0.0,0.25,0.25,1.0,1.0,1.0,0.0,DPR,T5
576,where is earth within the milky way galaxy,Orion Arm,The Milky Way,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
577,who plays shiv's ex boyfriend on succession,Ashley Zukerman,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
578,what is the population of yukon in 2017,"35,874 people",I don't know,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
579,when was a whiter shade of pale recorded,1967,12 May 1967,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,DPR,T5
589,when did the song all by myself come out,in 1975,1975,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,6.666.666.666.666.660,6.666.666.666.666.660,0.0,DPR,T5
597,when does arrow season 6 episode 21 air,"May 3, 2018","April 12, 2017",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
598,who starred in the original movie cape fear,Robert Mitchum,"Robert Mitchum, Gregory Peck, Martin Balsam, and Polly Bergen",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,0.0,3.636.363.636.363.630,3.636.363.636.363.630,0.0,DPR,T5
599,who is the bloke in the go compare advert,Wynne Evans,Wynne Evans,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
600,where does a jury of her peers take place,"fictional Dickson County (representing Dickinson County, Iowa)",fictional small town in South Carolina,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384.615.384.615.300,15.384.615.384.615.300,0.0,DPR,T5
603,what language do they speak in the czech republic,Czech,Czech,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
604,who is el senor de los cielos based on,Amado Carrillo Fuentes,Amado Carrillo,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,0.0,0.8,0.8,0.0,DPR,T5
607,what year did the drummer lose his arm,1985,1985,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
613,when does celebs go dating series 3 start,4 September 2017,March 2011,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,DPR,T5
619,what is the newest jurassic park movie called,Jurassic World: Fallen Kingdom,Jurassic World: Fallen Kingdom,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
622,who wrote the song one wing from sparkle,R. Kelly,Jane Taylor,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.111.111.111.111.110,0.0,0.0,0.0,0.0,DPR,T5
623,who sang wish you were here pink floyd,David Gilmour,David Gilmour and Roger Waters,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,5.714.285.714.285.710,5.714.285.714.285.710,0.0,DPR,T5
627,who won the women's 400 meter dash in the olympics,Shaunae Miller,Wayde van Niekerk,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
628,who has the most points in nba history career,LeBron James,Wilt Chamberlain,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,16.666.666.666.666.600,0.0,0.0,0.0,0.0,DPR,T5
629,who is paige on days of our lives,True O'Brien,a fictional character,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
634,bible verse if your hand causes you sin cut off,Matthew 5:30,And if thy right hand offend thee,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
638,when did the first slender game come out,2012,"November 29, 2002",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
640,when do the red sox play sweet caroline,in the middle of the eighth inning,"On August 10, 2017",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
644,who plays the black knight in monty python,John Cleese,John Cleese,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
645,secreted by cells in the walls of the hearts atria,Atrial natriuretic peptide (ANP),Atrial natriuretic peptide,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,8.571.428.571.428.570,8.571.428.571.428.570,0.0,DPR,T5
649,which nba player has scored the most points,Kareem Abdul-Jabbar,Wilt Chamberlain,0,0,1,1,0.0,0.0,0.2,0.1,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,DPR,T5
651,who did the soviet union support in china civil war,the CCP,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
653,when was the last time a total eclipse happened,"August 21, 2017",I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
656,who played the scare crow in wizard of oz,Raymond Wallace Bolger,Raymond Wallace Bolger,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
667,where is the femur located on the human body,proximal (closest to the hip joint) bone of the leg,proximal,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,18.181.818.181.818.100,18.181.818.181.818.100,0.0,DPR,T5
668,who said truth justice and the american way,the comic-book character Superman,Superman,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,33.333.333.333.333.300,33.333.333.333.333.300,0.0,DPR,T5
669,who won the first stage of the 2018 tour de france,Fernando Gaviria of Quick-Step Floors,Geraint Thomas,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
672,where is kuala lumpur located on a map,3°8′N 101°41′E﻿ / ﻿3.133°N 101.683°E,Malaysia,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
673,when did falcon first appear in the mcu,in the 2014 film Captain America: The Winter Soldier,first appeared in Marvel Preview # 7 ( Summer 1976,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764.705.882.352.900,11.764.705.882.352.900,0.0,DPR,T5
675,when did the battle of bannockburn take place,24 June 1314,23 -- 24 June 1314,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,8.571.428.571.428.570,8.571.428.571.428.570,0.0,DPR,T5
677,who does danny end up with in just go with it,Katherine,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
678,who played tj on head of the class,Rain Pryor,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
684,what is free trade area of the americas,agreement to eliminate or reduce the trade barriers,FTAA,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
685,who was the first to suggest an atom existed,the ancient Greek philosophers Leucippus and his pupil Democritus,J.J. Thomson,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
686,what percentage of the us population is east of the mississippi,58.28%,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
687,who is gertrude bell queen of the desert,"an English writer, traveller, political officer, administrator, and archaeologist",I don't know,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
688,what is the name given to the rows in the periodic table,periods,periods,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
689,who is the current director of the national park service,"Mike Reynolds, Acting Director",Mike Reynolds,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,0.0,6.666.666.666.666.660,6.666.666.666.666.660,0.0,DPR,T5
691,who was the first person who discovered gravitational pull,Aryabhata,Isaac Newton,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
695,can't help falling in love who wrote it,Hugo Peretti,Norman Whitfield,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
697,where is finland located on a map of europe,Northern Europe,Fennoscandia,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
700,who wrote the i had a dream speech,Martin Luther King Jr.,Kavi Pradeep,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
701,who is the highest paid player in all of sports,Cristiano Ronaldo,Kevin Garnett,0,0,0,1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.111.111.111.111.110,0.0,0.0,0.0,0.0,DPR,T5
706,who won the battle of charleston in the revolutionary war,the British,U.S.,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
710,which of the following are components of the pns,nerves and ganglia outside the brain and spinal cord,nerves and ganglia outside the brain and spinal cord,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
711,who wrote the song come thou fount of every blessing,18th century pastor and hymnist Robert Robinson,Franck Pourcel and Paul Mauriat,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666.666.666.666.600,16.666.666.666.666.600,0.0,DPR,T5
716,a series of unfortunate events season 1 episode 2,The Bad Beginning: Part Two,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
719,who is the present speaker in lok sabha,Sumitra Mahajan of the Bharatiya Janata Party,Ram Nath Kovind,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
720,who is said be the father of volleyball,William George Morgan,George Mikan,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,DPR,T5
722,who has the most medals in this year's winter olympics,Norway,Great Britain,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
723,when was the internet introduced in the philippines,"on March 29, 1994","March 29, 1994",1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,8.571.428.571.428.570,8.571.428.571.428.570,7.788.007.830.714.040,DPR,T5
729,who is the heroine of quit india movement,Aruna Asaf Ali,Gandhi,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
731,when can a med student be called doctor,Upon successful completion of medical school,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
736,who played piggy in lord of the flies,Hugh Edwards,Judy Garland,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
741,when did disney's 101 dalmations come out,"January 25, 1961",1961,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DPR,T5
742,when did they stop putting cigarettes in rations,1975,1975,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
743,when did reese's peanut butter cups first come out,1928,1928,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,DPR,T5
749,who does christopher walken play in the jungle book,King Louie,Mowgli,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
751,what is the name of the island of haiti and dominican republic,Hispaniola,Hispaniola,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
754,where have the mescalero apache settled in new mexico,Mescalero Apache Reservation,Tinm Municipality,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
756,where is the new texas rangers stadium being built,Arlington,Arlington,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
761,where was mash 4077 supposed to be in korea,"Uijeongbu, South Korea",Uijeongbu,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,DPR,T5
763,theme of the movie akeelah and the bee,overcoming obstacles despite difficult challenges along the way,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
764,who has the most nba championships in nba history,Bill Russell,Bill Russell,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,DPR,T5
765,when will ios 10 be released for ipad mini,"September 13, 2016",I don't know,1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,DPR,T5
770,when did north america arrive at the location it is in today,mid-Cretaceous period,"40,000 to 17,000 years ago",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
772,who said off with their heads in alice in wonderland,The Queen of Hearts,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
774,who devised the first test for detection of arsenic in 1775,Carl Wilhelm Scheele,James Marsh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
777,who plays the bad guy in looney tunes back in action,Steve Martin,Steve Martin,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
779,when did dr seuss wrote his first book,1936,1818,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,DPR,T5
783,what is the average age to die in the uk,81.2,I don't know.,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
790,who sings the theme song for miami vice,Jan Hammer,Bryan Adams,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
791,where is red dog mine located in alaska,68°04′19″N 162°52′34″W﻿ / ﻿68.071989°N 162.876044°W,Northwest Arctic Borough,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
795,where does the name iron maiden come from,iron maiden torture device,Bastille Day,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
796,where is orange county choppers located in new york,"the town of Newburgh, located in Orange County, New York",Town of Newburgh,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615.384.615.384.610,4.615.384.615.384.610,0.0,DPR,T5
797,when did my girl by the temptations come out,"December 21, 1964","August 17, 2018",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
799,when did the first winter olympic games take place,1924,1948,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,DPR,T5
802,when is the raiders first game in las vegas,2020,2020,1,1,1,1,1.0,3.333.333.333.333.330,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,DPR,T5
805,who is chief executive of marks and spencer,Stephen Joseph Rowe,Marc Bolland,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
809,what race is aaron judge of the new york yankees,African-American,American,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666.666.666.666.660,6.666.666.666.666.660,0.0,DPR,T5
811,when did the secret service start guarding the president,After the 1901 assassination of President William McKinley,2003,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
812,what percent of the english language is greek,5.32%,I don't know,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
813,who played alice in seven brides for seven brothers,Nancy Kilgas,Melissa McBride,0,1,1,1,0.0,3.333.333.333.333.330,0.2,0.1,0.0,3.333.333.333.333.330,3.333.333.333.333.330,3.333.333.333.333.330,0.0,0.0,0.0,0.0,DPR,T5
815,when does the 2018 mn legislative session end,"January 7, 2019","January 7, 2019",1,1,1,1,1.0,6.666.666.666.666.660,0.4,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,DPR,T5
819,when did dallas cowboys go to the superbowl,1970,1991,0,0,1,1,0.0,0.0,0.4,0.2,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,DPR,T5
820,when did the last episode of code black air,"July 18, 2018","October 31, 2017",0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DPR,T5
